"","CandidateId","JobId","targets.last_status"
"282",646797,6879,0.6
"283",652714,6879,NA
"284",646798,6879,0.6
"285",652698,6879,0.6
"286",659230,6879,NA
"287",659315,6879,NA
"288",659474,6879,NA
"289",659517,6879,1
"290",659465,6879,NA
"291",659329,6879,NA
"292",659335,6879,0.5
"293",652632,6879,NA
"294",659324,6879,0.5
"295",658998,6879,0.6
"296",658992,6879,NA
"297",658990,6879,0.6
"298",658988,6879,0.5
"299",652725,6879,0.6
"300",652707,6879,0.6
"301",635174,6879,NA
"302",644695,6879,NA
"303",643676,6879,NA
"304",640167,6879,0.6
"305",659053,6879,1
"306",659232,6879,NA
"307",635194,6879,0.6
"308",646405,6879,NA
"309",652614,6879,0.6
"310",637167,6879,0.5
"311",646577,6879,1
"312",636970,6879,NA
"313",619464,6879,1
"314",622953,6879,1
"315",662107,6879,0.5
"316",662416,6879,1
"317",663138,6879,1
"318",663312,6879,NA
"319",663182,6879,0.6
"320",663390,6879,0.6
"321",663169,6879,0.5
"322",663228,6879,0.5
"323",662425,6879,0.5
"324",663211,6879,0.5
"325",663158,6879,0.5
"326",663263,6879,1
"327",663153,6879,0.6
"328",663148,6879,0.5
"329",663146,6879,1
"330",663141,6879,NA
"331",663134,6879,0.6
"332",663131,6879,0.5
"333",663129,6879,0.6
"334",663126,6879,0.6
"335",663123,6879,0.5
"336",663118,6879,0.6
"337",662428,6879,0.5
"338",663223,6879,0.5
"339",663255,6879,0.6
"340",663256,6879,0.6
"341",663269,6879,0.6
"342",663277,6879,0.5
"343",663281,6879,0.5
"344",663283,6879,0.5
"345",663291,6879,0.5
"346",663362,6879,0.6
"347",663363,6879,0.5
"348",663366,6879,0.6
"349",663371,6879,0.6
"350",663374,6879,0.5
"351",663381,6879,0.6
"352",663382,6879,0.6
"353",664578,6879,0.6
"354",667511,6879,0.5
"355",670355,6879,0.5
"356",670500,6879,1
"357",670455,6879,0.5
"358",670523,6879,0.5
"359",671331,6879,0.6
"360",671379,6879,0.5
"361",671374,6879,0.5
"362",670356,6879,0.6
"363",670869,6879,0.5
"364",670868,6879,0.5
"365",670854,6879,0.6
"366",670358,6879,0.6
"367",670415,6879,1
"368",670453,6879,0.5
"369",670460,6879,0.5
"370",670476,6879,NA
"371",670477,6879,0.6
"372",670480,6879,0.6
"373",670483,6879,0.5
"374",670486,6879,NA
"375",670490,6879,0.5
"376",670848,6879,0.6
"377",671300,6879,0.5
"378",673663,6879,0.5
"379",670844,6879,0.5
"380",670841,6879,0.5
"381",670834,6879,0.6
"382",670829,6879,0.5
"383",670803,6879,0.6
"384",670800,6879,0.5
"385",670764,6879,0.6
"386",670758,6879,0.6
"387",670598,6879,1
"388",670596,6879,0.6
"389",670574,6879,1
"390",670570,6879,0.6
"391",670557,6879,0.6
"392",670495,6879,0.5
"393",671244,6879,0.5
"394",671239,6879,0.6
"395",671291,6879,0.6
"396",671237,6879,0.6
"397",670873,6879,0.5
"398",670871,6879,1
"399",671323,6879,1
"400",671321,6879,0.6
"401",671318,6879,0.6
"402",671309,6879,1
"403",671306,6879,0.5
"404",671303,6879,0.5
"405",671296,6879,0.5
"406",671290,6879,0.6
"407",671287,6879,0.6
"408",671277,6879,0.6
"409",671270,6879,0.6
"410",671267,6879,0.6
"411",671264,6879,0.6
"412",673667,6879,NA
"413",673665,6879,NA
"414",673660,6879,NA
"415",673659,6879,NA
"416",671370,6879,0.6
"417",671369,6879,0.6
"418",671362,6879,0.5
"419",671358,6879,0.6
"420",671357,6879,0.6
"421",671347,6879,1
"422",671344,6879,1
"423",671341,6879,0.5
"424",671337,6879,0.6
"425",671336,6879,1
"426",671333,6879,0.5
"427",671328,6879,0.5
"428",671258,6879,0.5
"429",671253,6879,NA
"430",671250,6879,0.6
"431",671246,6879,1
"432",677449,6879,0.5
"433",677454,6879,NA
"434",677456,6879,0.6
"435",677462,6879,0.5
"436",677464,6879,0.6
"437",678426,6879,0.5
"438",680374,6879,0.5
"439",680363,6879,0.5
"440",680366,6879,0.5
"441",682192,6879,0.5
"442",682221,6879,0.5
"443",680434,6879,0.5
"444",680431,6879,0.5
"445",680426,6879,0.6
"446",680421,6879,1
"447",680417,6879,0.6
"448",680416,6879,0.5
"449",680410,6879,0.6
"450",680387,6879,0.5
"451",680384,6879,NA
"452",680381,6879,0.6
"453",680371,6879,0.6
"454",680365,6879,NA
"455",680341,6879,0.5
"456",686466,6879,0.5
"457",687325,6879,0.5
"458",671259,6879,0.6
"459",688154,6879,0.5
"460",695018,6879,NA
"461",694342,6879,0.5
"462",695046,6879,0.5
"463",701717,6879,0.5
"464",708052,6879,0.5
"465",708083,6879,0.5
"466",708101,6879,1
"467",708049,6879,0.5
"468",708073,6879,0.5
"469",712009,6879,0.5
"470",716239,6879,NA
"471",688204,6879,0.5
"472",686465,6879,NA
"473",688070,6879,NA
"474",688088,6879,NA
"475",688120,6879,NA
"476",688129,6879,0.6
"477",692150,6879,0.6
"478",692149,6879,NA
"479",692148,6879,NA
"480",688162,6879,0.5
"481",688151,6879,NA
"482",688142,6879,NA
"483",708067,6879,0.6
"484",708064,6879,0.6
"485",708058,6879,NA
"486",695050,6879,NA
"487",695048,6879,NA
"488",717093,6879,NA
"489",717080,6879,NA
"490",716975,6879,NA
"491",708128,6879,NA
"492",719055,6879,0.6
"493",717124,6879,0.6
"494",717091,6879,0.6
"495",717086,6879,NA
"496",716231,6879,NA
"497",717071,6879,0.6
"498",717048,6879,0.6
"499",717016,6879,0.6
"500",716979,6879,0.6
"501",716956,6879,0.6
"502",716942,6879,0.6
"503",716235,6879,0.6
"504",710747,6879,0.5
"505",708153,6879,0.6
"506",708120,6879,0.5
"507",708080,6879,0.6
"508",706061,6879,0.6
"509",706037,6879,NA
"510",701761,6879,0.6
"511",694345,6879,0.6
"512",694335,6879,0.6
"513",694333,6879,0.6
"514",694329,6879,0.6
"515",694315,6879,0.6
"516",694311,6879,0.6
"517",692151,6879,0.6
"518",689296,6879,0.6
"519",688187,6879,0.6
"520",688161,6879,0.5
"521",688156,6879,0.5
"522",688144,6879,0.6
"523",688140,6879,0.6
"524",686469,6879,0.6
"525",686472,6879,0.6
"526",688062,6879,0.6
"527",688079,6879,0.6
"528",688092,6879,0.6
"529",688103,6879,0.6
"530",688114,6879,0.6
"531",688122,6879,0.6
"532",688127,6879,0.6
"533",688134,6879,0.6
"534",720685,6879,0.5
"535",720837,6879,0.6
"536",720843,6879,0.6
"537",720847,6879,0.6
"538",720855,6879,0.6
"539",720858,6879,0.6
"540",720862,6879,0.6
"541",720868,6879,0.6
"542",720875,6879,0.6
"543",720882,6879,0.6
"544",720890,6879,0.5
"545",720895,6879,0.6
"546",720902,6879,0.6
"547",720905,6879,0.6
"548",720910,6879,NA
"549",720913,6879,0.6
"550",720918,6879,0.6
"551",720921,6879,0.6
"552",720924,6879,0.6
"553",720927,6879,0.6
"554",720934,6879,0.6
"555",723978,6879,0.6
"556",720993,6879,1
"557",720983,6879,0.6
"558",721002,6879,0.6
"559",725653,6879,0.6
"560",725664,6879,0.6
"561",725659,6879,0.6
"562",725648,6879,NA
"563",725644,6879,0.6
"564",725639,6879,0.6
"565",725624,6879,0.6
"566",725614,6879,0.6
"567",725609,6879,0.5
"568",721011,6879,NA
"569",721009,6879,0.6
"570",720996,6879,0.6
"571",720986,6879,0.6
"572",720977,6879,0.6
"573",720974,6879,0.6
"574",720939,6879,0.6
"575",728675,6879,0.6
"576",728672,6879,0.6
"577",728669,6879,0.6
"578",728666,6879,0.6
"579",728664,6879,1
"580",728662,6879,0.6
"581",728656,6879,0.6
"582",728651,6879,0.6
"583",728646,6879,0.6
"584",728643,6879,0.6
"585",728638,6879,0.6
"586",728634,6879,0.6
"587",728630,6879,0.6
"588",728628,6879,0.6
"589",731987,6879,0.6
"590",732019,6879,0.6
"591",732024,6879,0.6
"592",732029,6879,0.6
"593",732031,6879,NA
"594",735974,6879,0.5
"595",735980,6879,0.6
"596",735987,6879,0.6
"597",736020,6879,0.5
"598",736023,6879,0.6
"599",736027,6879,0.6
"600",736035,6879,1
"601",739080,6879,0.6
"602",738462,6879,0.6
"603",739965,6879,0.6
"604",740095,6879,0.6
"605",739248,6879,0.5
"606",738442,6879,0.5
"607",740042,6879,NA
"608",739072,6879,0.6
"609",739074,6879,0.5
"610",739076,6879,0.6
"611",739078,6879,0.5
"612",739082,6879,0.5
"613",739085,6879,0.5
"614",739093,6879,0.5
"615",739097,6879,0.6
"616",739141,6879,0.6
"617",739145,6879,0.6
"618",739166,6879,0.5
"619",739201,6879,0.6
"620",739207,6879,0.5
"621",739863,6879,0.6
"622",739735,6879,0.5
"623",739850,6879,0.5
"624",739845,6879,0.5
"625",739827,6879,0.6
"626",739747,6879,0.5
"627",739729,6879,0.6
"628",739684,6879,0.5
"629",739670,6879,0.6
"630",739659,6879,0.5
"631",739635,6879,0.5
"632",739624,6879,0.6
"633",739611,6879,0.6
"634",739610,6879,0.6
"635",739589,6879,0.6
"636",739579,6879,0.6
"637",740401,6879,0.5
"638",739275,6879,0.6
"639",739212,6879,0.6
"640",739210,6879,0.6
"641",740089,6879,0.6
"642",740082,6879,0.5
"643",740076,6879,0.5
"644",740062,6879,0.5
"645",740059,6879,0.5
"646",740050,6879,0.5
"647",740034,6879,0.6
"648",740028,6879,0.5
"649",740022,6879,0.5
"650",742234,6879,NA
"651",739999,6879,0.6
"652",739984,6879,0.5
"653",739974,6879,0.6
"654",739966,6879,0.6
"655",739957,6879,NA
"656",739951,6879,0.6
"657",739946,6879,NA
"658",739943,6879,1
"659",739939,6879,0.6
"660",740417,6879,0.5
"661",740412,6879,1
"662",740404,6879,0.6
"663",740394,6879,NA
"664",740353,6879,0.6
"665",740350,6879,1
"666",14115000,6879,0.5
"667",740344,6879,NA
"668",740341,6879,0.5
"669",740334,6879,0.5
"670",740308,6879,0.6
"671",740276,6879,0.6
"672",743174,6879,0.6
"673",746111,6879,NA
"674",746143,6879,0.5
"675",746134,6879,0.5
"676",746132,6879,0.6
"677",746130,6879,1
"678",746121,6879,0.5
"679",746115,6879,0.5
"680",746077,6879,0.5
"681",747424,6879,NA
"682",747592,6879,NA
"683",747538,6879,0.5
"684",747549,6879,1
"685",747584,6879,0.5
"686",747551,6879,0.6
"687",747556,6879,0.6
"688",747600,6879,0.6
"689",747664,6879,1
"690",747674,6879,0.6
"691",747678,6879,NA
"692",747685,6879,0.5
"693",747690,6879,1
"694",747700,6879,0.6
"695",751353,6879,0.5
"696",754753,6879,0.5
"697",754763,6879,0.6
"698",765541,6879,0.5
"699",765218,6879,0.5
"700",773062,6879,0.5
"701",773065,6879,0.5
"702",775287,6879,0.5
"703",775281,6879,NA
"704",816828,6879,0.5
"705",831250,6879,0.5
"706",831252,6879,0.5
"707",1776646,6879,0.5
"708",1778514,6879,0.5
"709",1778625,6879,0.5
"710",1778583,6879,1
"711",1778531,6879,0.5
"712",1778493,6879,0.5
"713",1776683,6879,0.5
"714",1776664,6879,NA
"715",1776657,6879,0.5
"716",1770420,6879,0.5
"717",777190,6879,0.5
"718",773059,6879,0.6
"719",765537,6879,0.5
"720",765228,6879,0.6
"721",758275,6879,0.6
"722",754797,6879,0.5
"723",754794,6879,0.5
"724",754792,6879,0.6
"725",754783,6879,0.5
"726",754780,6879,0.5
"727",576620,6879,NA
"728",754779,6879,0.5
"729",754776,6879,0.5
"730",754775,6879,NA
"731",754770,6879,NA
"732",754756,6879,NA
"733",754745,6879,NA
"734",754743,6879,NA
"735",740273,6879,NA
"736",740267,6879,NA
"737",740142,6879,NA
"738",740136,6879,NA
"739",740123,6879,NA
"740",740117,6879,NA
"741",658996,6879,NA
"742",1781930,6879,NA
"743",1783677,6879,0.5
"744",1783673,6879,0.6
"745",1783665,6879,0.5
"746",1783635,6879,0.6
"747",1760152,6879,0.5
"748",1783626,6879,0.5
"749",1783566,6879,0.5
"750",1782078,6879,0.5
"751",1782068,6879,0.5
"752",1782060,6879,0.5
"753",1781816,6879,0.5
"754",1781794,6879,0.5
"755",1781782,6879,0.5
"756",1781771,6879,NA
"757",1789700,6879,0.5
"758",1796051,6879,0.5
"759",1797250,6879,NA
"760",1796373,6879,0.5
"761",1796384,6879,0.5
"762",2088792,6879,0.5
"763",2088842,6879,NA
"764",2089338,6879,0.5
"765",2098660,6879,NA
"766",2089379,6879,NA
"767",2098548,6879,0.6
"768",2098506,6879,1
"769",2089834,6879,0.5
"770",2108941,6879,0.6
"771",2088860,6879,0.5
"772",2088851,6879,0.6
"773",2102093,6879,0.5
"774",2098612,6879,0.5
"775",2098567,6879,NA
"776",2089375,6879,1
"777",2089358,6879,1
"778",2089354,6879,0.5
"779",2089349,6879,1
"780",2089341,6879,0.5
"781",2089339,6879,1
"782",2089332,6879,0.5
"783",2089325,6879,1
"784",2089296,6879,1
"785",2089286,6879,0.5
"786",2089279,6879,0.6
"787",2089240,6879,1
"788",2089234,6879,0.6
"789",2089221,6879,1
"790",2089217,6879,1
"791",2088877,6879,NA
"792",2088871,6879,0.5
"793",2088864,6879,0.5
"794",2088855,6879,0.6
"795",2088840,6879,0.5
"796",1796362,6879,0.5
"797",1796045,6879,0.5
"798",1796040,6879,1
"799",1781939,6879,1
"800",2089290,6879,1
"801",2124228,6879,0.5
"802",2132479,6879,0.6
"803",2132470,6879,0.5
"804",2124258,6879,1
"805",2124250,6879,0.6
"806",2124219,6879,0.6
"807",2124217,6879,1
"808",2124201,6879,NA
"809",2124190,6879,0.5
"810",2124174,6879,1
"811",2123566,6879,1
"812",2123170,6879,1
"813",2132461,6879,0.6
"814",2185878,6879,0.5
"815",2185858,6879,NA
"816",2185851,6879,0.5
"817",2185844,6879,0.5
"818",2185833,6879,0.5
"819",2185825,6879,0.6
"820",2185821,6879,0.5
"821",2185805,6879,1
"822",2185800,6879,0.5
"823",2185787,6879,0.5
"824",2183490,6879,0.5
"825",2185813,6879,0.5
"826",1894797,6879,0.5
"827",2208093,6879,0.5
"828",2477951,6879,0.5
"829",2477963,6879,NA
"830",2208147,6879,0.5
"831",2409464,6879,0.5
"832",2478012,6879,0.5
"833",2478997,6879,0.5
"834",2482232,6879,NA
"835",2482249,6879,0.6
"836",2482253,6879,0.6
"837",2482263,6879,1
"838",2482271,6879,NA
"839",2482321,6879,1
"840",2482616,6879,0.6
"841",2482600,6879,0.6
"842",2482599,6879,0.5
"843",2482596,6879,1
"844",2482595,6879,NA
"845",2482593,6879,0.5
"846",2482589,6879,0.5
"847",2482587,6879,0.6
"848",2482585,6879,1
"849",2482583,6879,0.6
"850",2482581,6879,0.5
"851",2482578,6879,0.6
"852",2482576,6879,0.5
"853",2482575,6879,0.5
"854",2482573,6879,0.5
"855",2482572,6879,0.5
"856",2482565,6879,NA
"857",2482556,6879,1
"858",2482292,6879,NA
"859",2479866,6879,0.6
"860",2479840,6879,1
"861",2479798,6879,NA
"862",2208159,6879,0.6
"863",2208102,6879,0.5
"864",1433962,6879,NA
"865",2208039,6879,NA
"866",2208037,6879,0.5
"867",2200529,6879,0.5
"868",2192454,6879,NA
"869",2192473,6879,0.5
"870",2192518,6879,0.5
"871",2484210,6879,0.5
"872",2487147,6879,0.5
"873",2487674,6879,0.5
"874",2487276,6879,0.5
"875",2490117,6879,NA
"876",2498129,6879,0.5
"877",2498130,6879,0.5
"878",2498133,6879,0.5
"879",2498342,6879,NA
"880",2498283,6879,0.5
"881",2498224,6879,0.5
"882",2498230,6879,0.5
"883",2498248,6879,0.5
"884",2498258,6879,0.5
"885",2498260,6879,0.5
"886",2498262,6879,0.5
"887",2498268,6879,0.5
"888",2505139,6879,0.5
"889",2505013,6879,0.6
"890",2490217,6879,0.5
"891",2490097,6879,0.6
"892",2489956,6879,0.5
"893",2489951,6879,0.5
"894",2489949,6879,0.5
"895",2489947,6879,NA
"896",2489946,6879,0.6
"897",2489940,6879,0.5
"898",2489939,6879,0.5
"899",2489932,6879,0.5
"900",2489930,6879,0.5
"901",2489928,6879,0.5
"902",2489927,6879,0.6
"903",2489922,6879,0.6
"904",2489919,6879,0.6
"905",2489916,6879,0.6
"906",2489905,6879,1
"907",2489925,6879,0.5
"908",2489898,6879,NA
"909",2489890,6879,0.5
"910",2489882,6879,0.6
"911",2489880,6879,0.5
"912",2489877,6879,0.5
"913",2489874,6879,0.6
"914",2489872,6879,0.6
"915",2489871,6879,0.5
"916",2489868,6879,0.5
"917",2489861,6879,0.5
"918",2489860,6879,NA
"919",2489858,6879,0.5
"920",2489856,6879,0.5
"921",2489854,6879,0.5
"922",2489847,6879,1
"923",2489841,6879,0.5
"924",2489833,6879,0.6
"925",2489831,6879,0.5
"926",2489826,6879,0.6
"927",2489825,6879,0.5
"928",2489821,6879,0.6
"929",2489819,6879,0.5
"930",2489806,6879,0.5
"931",2487661,6879,1
"932",2484412,6879,0.5
"933",2484406,6879,0.5
"934",2484393,6879,0.5
"935",2484385,6879,0.5
"936",2484383,6879,0.5
"937",2484382,6879,0.5
"938",2484374,6879,1
"939",2484363,6879,0.5
"940",2484361,6879,0.5
"941",2484357,6879,0.6
"942",2484350,6879,0.5
"943",2484345,6879,0.6
"944",2484341,6879,0.6
"945",2521812,6879,0.5
"946",2521815,6879,1
"947",2522029,6879,0.5
"948",2522035,6879,0.5
"949",2522073,6879,0.5
"950",2522099,6879,0.5
"951",2522114,6879,0.5
"952",2522158,6879,0.5
"953",2522203,6879,0.5
"954",2498236,6879,0.5
"955",2524104,6879,0.6
"956",2524112,6879,0.5
"957",2524113,6879,0.5
"958",2524123,6879,0.5
"959",2524133,6879,0.5
"960",2524128,6879,0.6
"961",2524168,6879,0.5
"962",2524170,6879,0.5
"963",2524177,6879,0.5
"964",2524202,6879,NA
"965",2521559,6879,0.5
"966",2487615,6879,0.5
"967",2487290,6879,0.5
"968",2487058,6879,0.5
"969",2486970,6879,0.5
"970",2485967,6879,0.5
"971",2485953,6879,0.6
"972",2485946,6879,0.5
"973",2484339,6879,0.6
"974",2484337,6879,0.5
"975",2484335,6879,0.5
"976",2484332,6879,0.5
"977",2484330,6879,0.6
"978",2484325,6879,0.5
"979",2484323,6879,0.5
"980",2484320,6879,0.5
"981",2484318,6879,0.5
"982",2484309,6879,0.5
"983",2484307,6879,0.6
"984",2484301,6879,0.5
"985",2524182,6879,0.6
"986",2484200,6879,0.6
"987",2484194,6879,0.6
"988",2484187,6879,0.5
"989",2484182,6879,1
"990",2484179,6879,0.5
"991",2484176,6879,0.6
"992",2484173,6879,0.6
"993",2484171,6879,0.5
"994",2484160,6879,0.5
"995",2484163,6879,0.5
"996",2484102,6879,0.5
"997",2484151,6879,0.5
"998",2484242,6879,0.5
"999",2484238,6879,0.5
"1000",2484234,6879,0.5
"1001",2484233,6879,0.5
"1002",2484231,6879,0.5
"1003",2484216,6879,0.5
"1004",2484214,6879,0.5
"1005",2484276,6879,0.5
"1006",2484271,6879,0.5
"1007",2484265,6879,0.5
"1008",2484264,6879,0.5
"1009",2484258,6879,0.5
"1010",2484257,6879,0.5
"1011",2484256,6879,0.5
"1012",2484250,6879,0.5
"1013",2484247,6879,0.5
"1014",2484255,6879,0.5
"1015",2484206,6879,0.5
"1016",2521816,6879,NA
"1017",2531235,6879,0.5
"1018",2531171,6879,0.5
"1019",2532690,6879,0.5
"1020",2532684,6879,0.5
"1021",2532679,6879,0.5
"1022",2532676,6879,0.5
"1023",2532672,6879,0.6
"1024",2532659,6879,0.5
"1025",2532641,6879,0.5
"1026",2532640,6879,0.5
"1027",2532638,6879,0.5
"1028",2532629,6879,0.5
"1029",1961953,6879,0.5
"1030",2532620,6879,0.5
"1031",2532609,6879,0.6
"1032",2532606,6879,0.6
"1033",2532601,6879,0.6
"1034",2532593,6879,0.6
"1035",2532546,6879,0.5
"1036",2532545,6879,0.5
"1037",2532482,6879,1
"1038",2532465,6879,0.5
"1039",2532459,6879,0.5
"1040",2532448,6879,0.5
"1041",2532432,6879,0.5
"1042",2532417,6879,0.5
"1043",2533244,6879,0.6
"1044",2533238,6879,NA
"1045",2533233,6879,0.5
"1046",2533227,6879,0.5
"1047",2533220,6879,0.5
"1048",2533205,6879,0.5
"1049",2533200,6879,0.5
"1050",2533199,6879,0.5
"1051",2532633,6879,0.6
"1052",2533192,6879,0.6
"1053",2533186,6879,1
"1054",2533179,6879,0.5
"1055",2533167,6879,0.5
"1056",2533160,6879,0.5
"1057",2533158,6879,0.5
"1058",2533153,6879,0.5
"1059",2533110,6879,0.5
"1060",2533105,6879,NA
"1061",2533066,6879,0.5
"1062",2533061,6879,0.5
"1063",2533058,6879,0.5
"1064",2533052,6879,0.5
"1065",2533047,6879,0.5
"1066",2533034,6879,0.5
"1067",2533033,6879,0.5
"1068",2533022,6879,0.5
"1069",2533036,6879,0.5
"1070",2533043,6879,0.6
"1071",2533055,6879,0.5
